Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
SMQ***662,934***1.0,Retail,N - Accident,N05 - IND CIRC,45.16,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8989459565.0,0.39119024595303215
ZUF***943,844***2.0,Retail,P - Liability,P01 - FAMILY P,50.48,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,901037484.0,0.39111033452079985
JHI***379,898***0.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8106056348.0,0.39031005219333825
LZR***616,811***1.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9698983734.0,0.390131374945892
FHQ***970,953***3.0,Retail,P - Liability,P01 - FAMILY P,55.07,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,4133104108.0,0.38950524258239044
UEC***509,953***7.0,Retail,P - Liability,P01 - FAMILY P,70.88,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,128989164.0,0.38915253469813704
XPZ***562,951***9.0,Retail,N - Accident,N05 - IND CIRC,77.16,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.3886856907447328
XPE***737,917***7.0,Retail,P - Liability,P01 - FAMILY P,80.88,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.38845642061296287
ZAJ***821,951***9.0,Retail,P - Liability,P01 - FAMILY P,78.71,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.38729943428576064
TGH***597,651***1.0,Retail,I - Property,I01 - HABITAT.,126.97,Quarterly,D = 40-69,Physical person,FLA,VBR,Rural,WAL,WBR,Rural,8088493309999990.0,0.3869333030598415
VTJ***950,945***3.0,Retail,I - Property,I01 - HABITAT.,114.79,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.386528656856799
CID***320,840***5.0,Retail,N - Accident,N05 - IND CIRC,56.66,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3865026342146468
PSE***830,122***3.0,Retail,N - Accident,N05 - IND CIRC,54.57,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.38627669196050185
RKJ***083,949***2.0,Retail,A - Motor,A01 - TA/PRIVE,511.87,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.3852436607952234
HRA***929,978***2.0,Retail,N - Accident,N05 - IND CIRC,94.37,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,7907077426.0,0.3844230892018974
CHV***389,936***8.0,Retail,P - Liability,P01 - FAMILY P,47.91,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9080915401.0,0.3836555809162005
HBJ***823,926***8.0,Retail,P - Liability,P01 - FAMILY P,56.88,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.3829651434341045
UNV***545,931***5.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.38181278371964245
AWF***851,963***2.0,Retail,P - Liability,P01 - FAMILY P,47.52,Quarterly,B = 25-29,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.381587331000939
YVY***121,883***8.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WNA,Urban,WAL,WNA,Rural,6812887198.0,0.38136213980415234
IJC***065,904***8.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6322015467.0,0.3812006711734429
EMN***783,959***0.0,Retail,P - Liability,P01 - FAMILY P,49.28,Quarterly,B = 25-29,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.3811305673844098
ZHL***610,882***0.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,C = 30-39,Physical person,BRU,BRU,Rural,WAL,WBR,Urban,6858299294.0,0.3805044567928649
IKU***045,408***4.0,Retail,A - Motor,A01 - TA/PRIVE,353.56,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7202780981.0,0.3800628066021419
PTE***097,965***3.0,Retail,I - Property,I01 - HABITAT.,140.66,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.3789494544720335
XRR***332,901***1.0,Retail,P - Liability,P01 - FAMILY P,72.66,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6425517365.0,0.37852521284402463
TEZ***763,816***6.0,Retail,P - Liability,P01 - FAMILY P,57.82,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6526055129999990.0,0.37843107761583217
SYN***956,955***5.0,Retail,I - Property,I01 - HABITAT.,311.38,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7571641514.0,0.3782424891753853
HBF***992,949***2.0,Retail,I - Property,I01 - HABITAT.,40.29,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8463822472.0,0.37688529181451
VQV***549,904***0.0,Retail,N - Accident,N05 - IND CIRC,75.84,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,5973690254.0,0.3763990472348035
GND***754,871***8.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1019366313.0,0.3762570898194847
KAW***020,891***4.0,Retail,P - Liability,P01 - FAMILY P,69.37,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.3759988576384588
FAM***385,927***2.0,Retail,A - Motor,A01 - TA/PRIVE,334.14,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.3753399700975118
EOD***667,965***3.0,Retail,A - Motor,A01 - TA/PRIVE,416.61,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.37527852407923673
MJS***542,899***2.0,Retail,A - Motor,A01 - TA/PRIVE,462.05,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6132331826.0,0.37527545440031934
VOE***609,944***5.0,Retail,N - Accident,N05 - IND CIRC,119.49,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,9314985846.0,0.3750563060756996
QPA***117,958***2.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,FLA,PTS,Urban,9315227891.0,0.37379481966219075
RUN***789,797***9.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8071975448.0,0.37360636909173983
JDH***994,936***8.0,Retail,I - Property,I01 - HABITAT.,96.52,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9080915401.0,0.37307927694622606
YMH***612,957***1.0,Retail,P - Liability,P01 - FAMILY P,51.33,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,FLA,PTS,Rural,2.02119240699999e+16,0.37094577382314353
MZK***271,936***7.0,Retail,I - Property,I01 - HABITAT.,36.45,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,193355949.0,0.3705625331435832
GNS***350,928***9.0,Retail,P - Liability,P01 - FAMILY P,72.65,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231544656.0,0.3705390073941412
FDN***624,828***3.0,Retail,I - Property,I01 - HABITAT.,73.47,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9966798488.0,0.37037593225274607
FLH***580,833***6.0,Retail,A - Motor,A01 - TA/PRIVE,381.74,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,4328455693.0,0.37013979913488276
XEU***087,946***0.0,Retail,I - Property,I01 - HABITAT.,422.47,Quarterly,C = 30-39,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,6484721227.0,0.3699167860665713
VBE***716,903***0.0,Midcorp,A - Motor,A02 - TA/PROF.,840.01,Semi-annually,No age,Enterprise,WAL,WLG,Rural,WAL,WLG,Rural,8602293501.0,0.36978832054394595
ABB***859,821***5.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,8307765589.0,0.36973884384616906
WZH***016,966***8.0,Retail,N - Accident,N05 - IND CIRC,61.03,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.36934945199932206
KZG***533,736***6.0,Retail,I - Property,I01 - HABITAT.,489.68,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.36826582911679984
LGG***760,860***7.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1019366313.0,0.3678253227810446
AJN***039,947***8.0,Retail,P - Liability,P01 - FAMILY P,54.76,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WNA,Rural,9080915401.0,0.3677889781291451
RLR***379,836***6.0,Retail,P - Liability,P01 - FAMILY P,58.28,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Urban,8556926465.0,0.3672559278676842
UHW***994,935***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,7907077426.0,0.3667585404559015
FVA***832,900***1.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WNA,Rural,7770774159999990.0,0.36647652610901366
XSG***903,849***7.0,Retail,N - Accident,N05 - IND CIRC,55.19,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8575015432.0,0.3664188365368203
WGN***461,944***1.0,Retail,P - Liability,P01 - FAMILY P,57.8,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,9314985846.0,0.36630835842667664
ZPZ***563,890***4.0,Retail,P - Liability,P01 - FAMILY P,43.38,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,646706517.0,0.36619624680749285
KIB***746,133***0.0,Retail,A - Motor,A01 - TA/PRIVE,339.95,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5587067725.0,0.36599033137093717
KOU***806,846***0.0,Retail,P - Liability,P01 - FAMILY P,148.4,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7666721922.0,0.3657590741032978
EOK***263,930***6.0,Retail,P - Liability,P01 - FAMILY P,86.31,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,WAL,WNA,Rural,7512967009.0,0.3656998465255309
NPI***187,931***5.0,Retail,I - Property,I01 - HABITAT.,374.66,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6900449434.0,0.36475025433795466
LQV***512,917***0.0,Retail,I - Property,I01 - HABITAT.,67.32,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.3647203477618791
ZPK***682,937***7.0,Retail,I - Property,I01 - HABITAT.,75.59,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5835748178.0,0.36449676916524754
XBY***186,935***9.0,Retail,P - Liability,P01 - FAMILY P,60.76,Quarterly,B = 25-29,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9080915401.0,0.36449626300959814
YXN***475,971***4.0,Retail,I - Property,I01 - HABITAT.,49.97,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,FLA,PTS,Rural,9189199097.0,0.36423655512340813
MBW***398,827***9.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8683563283.0,0.36237908201565733
LWO***025,938***4.0,Retail,N - Accident,N05 - IND CIRC,27.37,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.3613830822243256
ESB***643,925***2.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,7149399044.0,0.3612489208322818
ZKF***919,888***6.0,Retail,N - Accident,N05 - IND CIRC,56.21,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9736182342.0,0.3608231362004028
UYE***682,846***3.0,Retail,P - Liability,P01 - FAMILY P,74.82,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.35996161277806754
JXY***355,859***6.0,Retail,N - Accident,N05 - IND CIRC,56.19,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8541969947.0,0.35873938259201665
SAL***662,956***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,BRU,BRU,Rural,WAL,WBR,Rural,8556926465.0,0.3584939417808782
POA***523,951***7.0,Retail,A - Motor,A05 - CYCLO,199.7,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,193355949.0,0.35718708441987196
EST***950,836***9.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,4476284068.0,0.3557803542185025
VUZ***927,701***2.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,8307765589.0,0.35570921332980027
DMJ***123,932***6.0,Retail,I - Property,I01 - HABITAT.,96.13,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,7907077426.0,0.3553385539266231
NGW***695,816***8.0,SME,A - Motor,"A03 - <= 3,5 T",493.65,Quarterly,C = 30-39,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,6484721227.0,0.3552051452080518
EDM***287,752***0.0,Retail,A - Motor,A05 - CYCLO,205.13,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7363826771.0,0.3548356554233507
PWR***742,440***4.0,Retail,P - Liability,P01 - FAMILY P,48.91,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6749595052.0,0.3540833876105268
QMI***031,868***2.0,Retail,N - Accident,N05 - IND CIRC,57.9,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8987608986.0,0.3538841892543923
REO***979,921***8.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3535628001105384
RAP***263,810***6.0,Retail,P - Liability,P01 - FAMILY P,74.84,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1085233983.0,0.3534489456081261
IGX***740,953***0.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9870671947.0,0.3532666532755947
ALR***420,958***5.0,Retail,I - Property,I01 - HABITAT.,607.63,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.3531704199798184
YYV***891,846***1.0,Retail,N - Accident,N05 - IND CIRC,54.63,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.35275067847712444
JAX***319,923***9.0,Retail,P - Liability,P01 - FAMILY P,60.31,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.35271712172450553
AAU***845,895***8.0,Retail,I - Property,I01 - HABITAT.,63.45,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.35264763548124184
DKI***595,857***4.0,Retail,P - Liability,P01 - FAMILY P,72.65,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Urban,9315227891.0,0.35208805913159685
ZMB***153,840***4.0,Retail,A - Motor,A01 - TA/PRIVE,315.64,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5379764805.0,0.3519573895435714
ILR***236,939***9.0,Retail,N - Accident,N05 - IND CIRC,43.67,Quarterly,C = 30-39,Physical person,WAL,WLG,Urban,WAL,WLG,Rural,8678532335.0,0.3513924712220113
YPN***690,415***6.0,Retail,N - Accident,N05 - IND CIRC,56.81,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.35139128005315184
ZRA***977,972***3.0,Retail,N - Accident,N05 - IND CIRC,72.2,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3513022051928118
AGH***546,496***2.0,Retail,N - Accident,N05 - IND CIRC,57.52,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3511750397924196
NOG***602,863***2.0,Retail,P - Liability,P01 - FAMILY P,103.26,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.3511630192543398
PIU***518,436***3.0,Retail,N - Accident,N05 - IND CIRC,52.7,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.35052880652983
RIR***388,348***0.0,Retail,N - Accident,N05 - IND CIRC,56.24,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6264143489999990.0,0.34985690860451013
TQZ***714,907***3.0,Retail,I - Property,I01 - HABITAT.,434.23,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8028972478.0,0.3490552764081021
QBW***211,844***8.0,Retail,N - Accident,N05 - IND CIRC,72.2,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.34891483193128564
RHL***468,957***8.0,Retail,I - Property,I01 - HABITAT.,325.91,Quarterly,C = 30-39,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8267444128.0,0.3487571178551998
XKE***705,840***7.0,Retail,P - Liability,P01 - FAMILY P,86.34,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,100233583.0,0.34858254405643224
AWB***583,849***2.0,Retail,N - Accident,N05 - IND CIRC,55.54,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.347324350378435
HRU***412,675***8.0,Retail,N - Accident,N05 - IND CIRC,81.15,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,5938979835.0,0.3471195496068413
BHA***662,877***5.0,Retail,P - Liability,P01 - FAMILY P,105.86,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7674950305.0,0.34698482686893983
UJE***770,809***8.0,Retail,A - Motor,A01 - TA/PRIVE,335.48,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.106367574e+16,0.34697443369568437
NEB***534,878***3.0,Retail,N - Accident,N05 - IND CIRC,46.53,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1038002928.0,0.34654892761795386
OIA***304,852***8.0,Retail,P - Liability,P01 - FAMILY P,103.26,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,7713798936.0,0.3461120334687759
SOS***142,898***8.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.34576846663434774
ROC***920,634***8.0,Retail,N - Accident,N05 - IND CIRC,37.6,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,5815549759.0,0.34559174615960897
GZY***040,917***7.0,Retail,I - Property,I01 - HABITAT.,308.93,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Urban,8373680093.0,0.34521980677784975
IEM***111,949***2.0,Retail,P - Liability,P01 - FAMILY P,48.53,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8463822472.0,0.3447284673989815
ETT***943,929***4.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.3446271838937763
YQY***330,927***3.0,Retail,P - Liability,P01 - FAMILY P,65.38,Quarterly,S = +69,Physical person,FLA,VOV,Urban,FLA,VOV,Urban,1369013626.0,0.3444772189267613
XFV***226,936***5.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9736182342.0,0.3443203825510789
FPM***974,752***6.0,Retail,I - Property,I01 - HABITAT.,370.74,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,1.03469771599999e+16,0.3440822817517521
ZWR***610,941***2.0,Retail,P - Liability,P01 - FAMILY P,72.65,Quarterly,D = 40-69,Physical person,FLA,VLI,Urban,FLA,VLI,Urban,9315227891.0,0.3437550673430742
KPO***414,362***0.0,Retail,I - Property,I01 - HABITAT.,493.74,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7237905652.0,0.3428636773637578
AYD***244,921***8.0,Retail,N - Accident,N05 - IND CIRC,61.3,Quarterly,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1079335537.0,0.34241585152112597
VQF***655,969***2.0,Retail,I - Property,I01 - HABITAT.,506.6,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.34217387059767573
ESY***392,907***3.0,Retail,N - Accident,N05 - IND CIRC,67.98,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3419188310492614
WLJ***045,820***4.0,Retail,N - Accident,N05 - IND CIRC,56.21,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7800753939.0,0.3418857483181843
OET***879,829***5.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,7757939047.0,0.3415351626191573
NJZ***787,345***5.0,Retail,I - Property,I01 - HABITAT.,600.14,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7103645895.0,0.34120223718980464
CNT***684,635***9.0,Retail,N - Accident,N05 - IND CIRC,86.76,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.025805039e+16,0.34120000084191465
JWH***639,820***9.0,Retail,P - Liability,P01 - FAMILY P,72.05,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.341177097582387
QQF***694,996***7.0,Retail,N - Accident,N05 - IND CIRC,57.89,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8031844877.0,0.3411540844068803
FSF***323,925***8.0,Retail,I - Property,I01 - HABITAT.,55.21,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,5970420102.0,0.34104759747701396
XIC***272,927***7.0,Retail,I - Property,I01 - HABITAT.,312.15,Quarterly,C = 30-39,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,6563937409.0,0.3410412418000993
ZFF***561,898***6.0,Retail,P - Liability,P01 - FAMILY P,57.53,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,7405494054.0,0.34086841750525104
UVZ***365,938***8.0,Retail,I - Property,I01 - HABITAT.,515.58,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6788505685.0,0.3405825928126031
ZWO***953,105***0.0,Retail,I - Property,I01 - HABITAT.,120.22,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8243182142.0,0.34016242859216544
CPK***951,319***7.0,Retail,N - Accident,N05 - IND CIRC,59.06,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3399883198944487
HOI***072,963***0.0,Retail,N - Accident,N05 - IND CIRC,56.23,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.33996757445252646
KUY***137,480***0.0,Retail,N - Accident,N05 - IND CIRC,56.24,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7800753939.0,0.33931133319481666
BQL***439,318***4.0,Retail,I - Property,I01 - HABITAT.,199.68,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6788505685.0,0.33915581095969005
PPY***086,895***1.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9319664795.0,0.3383278054992319
PUC***391,790***0.0,Retail,P - Liability,P01 - FAMILY P,74.46,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1008592106.0,0.33798601340210643
GPE***846,885***6.0,Retail,N - Accident,N05 - IND CIRC,48.01,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7469581619.0,0.3377699593590153
ZEO***598,851***8.0,Retail,N - Accident,N05 - IND CIRC,55.35,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3374272281198199
BJM***863,932***4.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.3373840813471084
FXX***031,892***4.0,Retail,N - Accident,N05 - IND CIRC,34.57,Annually,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WHT,Rural,1085233983.0,0.33729644974329515
SHI***447,923***1.0,Retail,P - Liability,P01 - FAMILY P,54.51,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7538765561.0,0.337287736581621
QJY***443,882***2.0,Retail,I - Property,I01 - HABITAT.,425.54,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.3369273500221766
GZV***839,922***6.0,Retail,I - Property,I01 - HABITAT.,351.79,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6479582405.0,0.3365301110117162
RGH***226,937***7.0,Retail,I - Property,I01 - HABITAT.,520.56,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5835748178.0,0.3363933314692877
PPQ***953,884***4.0,Retail,N - Accident,N05 - IND CIRC,42.85,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6991305427.0,0.33554997855487206
RQA***141,871***4.0,Retail,P - Liability,P01 - FAMILY P,83.43,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,9399723366.0,0.33543031967327525
