Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
MZK***271,936***7.0,Retail,I - Property,I01 - HABITAT.,36.45,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,193355949.0,0.4437519
CKC***209,828***1.0,Retail,I - Property,I01 - HABITAT.,158.79,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1035517898.0,0.44374835
GJR***236,816***9.0,Retail,I - Property,I01 - HABITAT.,73.22,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1035517898.0,0.44356823
HKL***196,957***5.0,Retail,N - Accident,N06 - IND PRIV,38.29,Annually,B = 25-29,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4434375
SQR***067,810***7.0,Retail,N - Accident,N05 - IND CIRC,45.29,Quarterly,No age,Enterprise,WAL,WHT,Urban,WAL,WNA,Rural,4960863687.0,0.4431942
CRQ***020,969***1.0,Retail,P - Liability,P01 - FAMILY P,70.14,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4429631
MOE***426,955***0.0,SME,E - Liability,E16 - Liabilit,791.89,Quarterly,No age,Enterprise,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.44276884
VTJ***950,945***3.0,Retail,I - Property,I01 - HABITAT.,114.79,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.44247946
ZJW***560,967***8.0,Retail,I - Property,I01 - HABITAT.,139.09,Semi-annually,C = 30-39,Physical person,WAL,WBR,Rural,WAL,WLG,Rural,1.80621087e+16,0.4424305
GSW***712,130***1.0,Retail,N - Accident,N05 - IND CIRC,67.81,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4624650033.0,0.44212046
TQC***179,318***0.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.44204456
SAC***125,828***4.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.44204456
QTZ***807,885***4.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4418132
DMJ***123,932***6.0,Retail,I - Property,I01 - HABITAT.,96.13,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,7907077426.0,0.44175646
SIY***689,706***4.0,Retail,A - Motor,A01 - TA/PRIVE,287.52,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.44146925
WZP***256,546***8.0,Retail,P - Liability,P01 - FAMILY P,57.82,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.44068286
HIW***318,963***4.0,Retail,N - Accident,N05 - IND CIRC,28.43,Annually,C = 30-39,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.44063583
XPZ***562,951***9.0,Retail,N - Accident,N05 - IND CIRC,77.16,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.44033912
YKX***419,886***5.0,Retail,N - Accident,N05 - IND CIRC,48.01,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.43997997
VOA***067,458***1.0,Retail,N - Accident,N05 - IND CIRC,48.02,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.43997997
OXR***303,915***9.0,Retail,I - Property,I01 - HABITAT.,90.08,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,9314158813.0,0.4399508
QVB***850,945***7.0,Retail,I - Property,I01 - HABITAT.,548.83,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6622183834.0,0.4398499
TWR***550,814***1.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.43975878
QPT***898,924***3.0,Retail,P - Liability,P01 - FAMILY P,78.85,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.4391032
ILV***935,856***3.0,Retail,N - Accident,N05 - IND CIRC,36.75,Annually,C = 30-39,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,1085233983.0,0.43864205
ZEY***551,948***2.0,Retail,P - Liability,P01 - FAMILY P,58.17,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WNA,Rural,9080915401.0,0.43849155
DBF***860,813***3.0,Retail,N - Accident,N05 - IND CIRC,33.78,Annually,C = 30-39,Physical person,WAL,WBR,Rural,WAL,WLG,Rural,1265974631.0,0.43834737
POO***574,775***9.0,Retail,I - Property,I01 - HABITAT.,155.9,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.43808803
LKS***481,409***8.0,Midcorp,A - Motor,"A03 - <= 3,5 T",1563.24,Annually,No age,Enterprise,FLA,VLI,Rural,FLA,VLI,Rural,5094359095.0,0.43784502
MNH***816,409***8.0,Midcorp,A - Motor,"A03 - <= 3,5 T",1521.86,Annually,No age,Enterprise,FLA,VLI,Rural,FLA,VLI,Rural,5094359095.0,0.43784502
QCM***952,847***6.0,Retail,I - Property,I01 - HABITAT.,211.08,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.4377524
UQP***275,969***2.0,Retail,A - Motor,A01 - TA/PRIVE,565.9,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.43744925
GNS***350,928***9.0,Retail,P - Liability,P01 - FAMILY P,72.65,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231544656.0,0.43743613
ERH***898,952***0.0,Retail,P - Liability,P01 - FAMILY P,61.59,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.43721208
QUU***604,844***0.0,SME,A - Motor,"A03 - <= 3,5 T",1436.35,Quarterly,No age,Enterprise,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.43714747
TCT***730,916***6.0,Retail,I - Property,I01 - HABITAT.,104.27,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WBR,Rural,7704827907.0,0.43688327
POA***150,782***6.0,Retail,N - Accident,N05 - IND CIRC,94.61,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8883422068.0,0.43610588
CJP***064,908***4.0,Retail,I - Property,I01 - HABITAT.,870.95,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7733485355.0,0.4356243
MZV***017,963***0.0,Retail,P - Liability,P01 - FAMILY P,68.44,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.43543264
WQZ***616,551***8.0,Retail,I - Property,I01 - HABITAT.,78.63,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,BRU,BRU,Urban,6721423458.0,0.4352892
VMP***428,925***7.0,Retail,N - Accident,N05 - IND CIRC,72.48,Quarterly,S = +69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,6258077657.0,0.4350683
LUW***509,546***8.0,Retail,N - Accident,N05 - IND CIRC,62.46,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.43494543
MLC***735,822***4.0,Retail,N - Accident,N05 - IND CIRC,55.81,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,8743764074.0,0.43487403
VJC***213,925***4.0,Retail,N - Accident,N05 - IND CIRC,31.73,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.43483084
POH***499,951***7.0,Retail,I - Property,I01 - HABITAT.,82.54,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,BRU,BRU,Urban,1156886687.0,0.43460083
TCR***141,856***7.0,Retail,A - Motor,A01 - TA/PRIVE,537.92,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.43435496
DVA***778,960***0.0,SME,A - Motor,"A03 - <= 3,5 T",1378.14,Quarterly,No age,Enterprise,FLA,VAN,Rural,FLA,VAN,Rural,6176348128.0,0.43387246
RBH***001,960***0.0,SME,A - Motor,"A03 - <= 3,5 T",1452.08,Quarterly,No age,Enterprise,FLA,VAN,Rural,FLA,VAN,Rural,6176348128.0,0.43387246
RUV***574,787***4.0,Retail,I - Property,I01 - HABITAT.,73.37,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.43383673
SZS***181,122***3.0,SME,E - Liability,E16 - Liabilit,77.81,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.43355176
PKR***297,958***2.0,Retail,I - Property,I01 - HABITAT.,64.07,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7571641514.0,0.43343136
YOB***403,901***5.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,S = +69,Physical person,WAL,WHT,Rural,BRU,BRU,Rural,6496156451.0,0.43251115
LDA***957,894***3.0,SME,A - Motor,A02 - TA/PROF.,797.92,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.610643723e+16,0.43217397
JSP***688,100***9.0,Retail,N - Accident,N05 - IND CIRC,44.25,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.43189862
SAH***416,941***4.0,Retail,I - Property,I01 - HABITAT.,83.89,Semi-annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,7563099353.0,0.4318031
WPL***927,349***2.0,Retail,N - Accident,N05 - IND CIRC,66.01,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.43174854
XPP***202,941***1.0,Retail,I - Property,I01 - HABITAT.,302.75,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.43164465
VGG***082,969***4.0,Retail,N - Accident,N05 - IND CIRC,34.07,Annually,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.4316156
VIM***847,971***9.0,Retail,N - Accident,N05 - IND CIRC,31.54,Annually,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.4316156
ZRE***569,933***8.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.43161133
ZYH***017,330***3.0,Retail,N - Accident,N05 - IND CIRC,36.46,Annually,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.43105182
NTJ***581,759***4.0,Retail,I - Property,I01 - HABITAT.,933.72,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.4309009
LNA***477,954***8.0,Retail,I - Property,I01 - HABITAT.,458.45,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,7563099353.0,0.43066013
VPI***343,821***1.0,Retail,N - Accident,N05 - IND CIRC,74.88,Annually,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,9450207590000000.0,0.429758
LMS***904,784***1.0,Retail,P - Liability,P01 - FAMILY P,56.13,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4295081
OMR***190,115***6.0,Retail,P - Liability,P01 - FAMILY P,56.14,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4295081
NDW***742,958***8.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.42924014
HDO***281,892***1.0,SME,I - Property,I13 - Horeca,1466.3,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7793982538.0,0.42905462
AWM***765,319***3.0,Retail,P - Liability,P01 - FAMILY P,90.83,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42881432
PYP***837,346***0.0,Retail,I - Property,I01 - HABITAT.,394.69,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.42862046
AIZ***704,882***2.0,Retail,P - Liability,P01 - FAMILY P,86.98,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.42804095
UTM***853,117***8.0,Retail,I - Property,I01 - HABITAT.,511.17,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.4280095
KRN***400,844***5.0,Retail,I - Property,I01 - HABITAT.,499.19,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.4280095
DGQ***431,868***5.0,Retail,P - Liability,P01 - FAMILY P,74.82,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1.06451997699999e+16,0.42778212
SIU***924,122***3.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42763624
GYA***792,953***8.0,Retail,P - Liability,P01 - FAMILY P,68.44,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Urban,6093130059.0,0.42707995
LIG***445,957***8.0,Retail,N - Accident,N05 - IND CIRC,36.86,Semi-annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,9510685664.0,0.42639297
DMD***992,852***5.0,Retail,A - Motor,A05 - CYCLO,199.71,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,3085466644.0,0.42622736
QGM***712,906***2.0,Retail,N - Accident,N05 - IND CIRC,34.2,Annually,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8745460204.0,0.42597008
LUA***176,914***9.0,Retail,N - Accident,N05 - IND CIRC,34.22,Annually,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8745460204.0,0.42597008
SAC***685,903***6.0,Retail,N - Accident,N05 - IND CIRC,29.46,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.4257113
XXJ***803,104***6.0,Retail,I - Property,I01 - HABITAT.,187.91,Quarterly,S = +69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4825647501.0,0.42531076
AGH***546,496***2.0,Retail,N - Accident,N05 - IND CIRC,57.52,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42519864
CPK***951,319***7.0,Retail,N - Accident,N05 - IND CIRC,59.06,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42519864
YPN***690,415***6.0,Retail,N - Accident,N05 - IND CIRC,56.81,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42519864
YLF***884,363***7.0,SME,E - Liability,E06 - Liabilit,347.0,Quarterly,No age,Enterprise,WAL,WHT,Rural,WAL,WHT,Rural,7035746601.0,0.4247104
XPB***797,938***2.0,Retail,P - Liability,P01 - FAMILY P,90.82,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.4246643
NJC***867,828***9.0,Retail,I - Property,I01 - HABITAT.,102.28,Quarterly,S = +69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,9489260257.0,0.42461607
PWS***708,942***8.0,SME,E - Liability,E16 - Liabilit,150.24,Quarterly,No age,Enterprise,FLA,VBR,Rural,FLA,VBR,Rural,1.21050250499999e+16,0.42459998
MVC***908,967***3.0,Retail,A - Motor,A01 - TA/PRIVE,330.72,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,2.02119240699999e+16,0.42428568
OJP***434,956***3.0,Retail,A - Motor,A01 - TA/PRIVE,328.68,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,2.02119240699999e+16,0.42428568
RNN***752,976***0.0,Retail,I - Property,I01 - HABITAT.,243.54,Quarterly,D = 40-69,Physical person,FLA,VAN,Urban,FLA,VAN,Rural,1.610643723e+16,0.4238256
WJP***883,844***3.0,Retail,P - Liability,P01 - FAMILY P,74.85,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42290303
XIQ***565,819***7.0,Retail,P - Liability,P01 - FAMILY P,74.84,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.42290303
RAW***663,104***4.0,Retail,P - Liability,P01 - FAMILY P,93.54,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4228534
ZMW***589,872***9.0,Retail,N - Accident,N05 - IND CIRC,48.0,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6776184942.0,0.4228129
YXO***438,945***7.0,Retail,A - Motor,A01 - TA/PRIVE,306.76,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6622183834.0,0.42229095
FQW***065,951***8.0,SME,E - Liability,E16 - Liabilit,94.9,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8639513633.0,0.42224306
DAH***515,879***0.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,BRU,BRU,Rural,1313806695.0,0.42197815
KQH***398,916***7.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7149399044.0,0.42179736
MMM***012,843***7.0,SME,A - Motor,"A04 - > 3,5 T",203.7,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8052026525.0,0.42163503
BQL***752,953***9.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,FLA,PTS,Rural,5068991361.0,0.42131305
ZYR***924,965***7.0,Retail,I - Property,I01 - HABITAT.,112.87,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.42106396
CIX***383,837***8.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7587468865.0,0.42078456
PPF***098,810***7.0,SME,I - Property,I12 - Commerce,219.4,Quarterly,No age,Enterprise,BRU,BRU,Rural,WAL,WBR,Rural,8854364388.0,0.42077106
TAV***218,752***0.0,Retail,I - Property,I01 - HABITAT.,246.33,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7363826771.0,0.4202631
QEK***354,431***8.0,Retail,A - Motor,A01 - TA/PRIVE,424.53,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7202780981.0,0.4202348
EST***950,836***9.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,4476284068.0,0.4200152
OMA***566,925***6.0,Retail,A - Motor,A01 - TA/PRIVE,232.14,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.41992953
USV***010,410***6.0,Retail,A - Motor,A01 - TA/PRIVE,103.13,Semi-annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.41986412
KBD***058,979***8.0,Retail,P - Liability,P01 - FAMILY P,70.15,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,8704113528.0,0.4195253
YZN***366,929***4.0,Retail,I - Property,I01 - HABITAT.,174.04,Quarterly,S = +69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.04108950799999e+16,0.41948745
POW***575,837***7.0,Retail,I - Property,I01 - HABITAT.,150.23,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.419338
LCI***053,333***8.0,Retail,I - Property,I01 - HABITAT.,427.29,Semi-annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.41895986
FGH***320,905***0.0,Retail,I - Property,I01 - HABITAT.,49.25,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.4176637
WIG***012,899***7.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,7563099353.0,0.4174002
ORZ***781,932***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.507957433e+16,0.41699597
ZEO***598,851***8.0,Retail,N - Accident,N05 - IND CIRC,55.35,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.41640326
KIO***912,836***5.0,Retail,N - Accident,N05 - IND CIRC,54.86,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.41640326
EFG***068,932***7.0,Retail,N - Accident,N05 - IND CIRC,33.64,Annually,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.20486577799999e+16,0.4163991
BOO***321,941***4.0,Retail,N - Accident,N05 - IND CIRC,33.19,Annually,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.20486577799999e+16,0.4163991
MST***088,934***4.0,Retail,N - Accident,N05 - IND CIRC,59.51,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.4162382
IJC***065,904***8.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6322015467.0,0.4162273
USF***180,956***3.0,Retail,P - Liability,P01 - FAMILY P,68.44,Semi-annually,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,2.02119240699999e+16,0.41616082
UMG***628,843***7.0,Retail,A - Motor,A08 - TRPT AGR,207.47,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8052026525.0,0.41588527
AYD***244,921***8.0,Retail,N - Accident,N05 - IND CIRC,61.3,Quarterly,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1079335537.0,0.41587603
YPM***457,878***4.0,Retail,P - Liability,P01 - FAMILY P,90.83,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.4154091
ZQO***497,993***1.0,Retail,N - Accident,N05 - IND CIRC,52.44,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.41532254
LLB***546,349***2.0,Retail,I - Property,I01 - HABITAT.,452.11,Semi-annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.41510686
ANP***714,933***4.0,Retail,N - Accident,N05 - IND CIRC,33.32,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.4150701
RVS***916,784***1.0,Retail,N - Accident,N05 - IND CIRC,80.49,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4149429
JUT***024,957***6.0,Retail,P - Liability,P01 - FAMILY P,54.75,Semi-annually,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,2.02119240699999e+16,0.41494107
EIB***483,107***3.0,Retail,P - Liability,P01 - FAMILY P,70.13,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.41487408
RCS***972,818***9.0,Retail,P - Liability,P01 - FAMILY P,70.14,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.41487408
PRO***933,939***1.0,Retail,P - Liability,P01 - FAMILY P,69.33,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.41478786
JWA***889,819***1.0,Retail,N - Accident,N05 - IND CIRC,57.9,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7800753939.0,0.41469386
VRV***715,977***6.0,Retail,I - Property,I01 - HABITAT.,27.59,Annually,C = 30-39,Physical person,FLA,VLI,Urban,FLA,VLI,Rural,7604624328.0,0.41446593
HGD***691,510***8.0,Retail,I - Property,I01 - HABITAT.,173.95,Quarterly,S = +69,Physical person,FLA,VLI,Urban,FLA,VLI,Urban,1092241334.0,0.41439432
OGT***283,952***0.0,Retail,I - Property,I01 - HABITAT.,142.99,Annually,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.49065480699999e+16,0.4143878
GAX***590,884***9.0,Retail,I - Property,I01 - HABITAT.,251.55,Quarterly,S = +69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,7578338427.0,0.41435587
AUT***320,821***4.0,Retail,N - Accident,N05 - IND CIRC,52.29,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.4143359
MFR***188,970***6.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.49065480699999e+16,0.41406903
SLL***638,885***4.0,Retail,N - Accident,N05 - IND CIRC,72.85,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.41363946
RGH***226,937***7.0,Retail,I - Property,I01 - HABITAT.,520.56,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5835748178.0,0.41312602
WXD***418,930***4.0,Retail,P - Liability,P01 - FAMILY P,72.65,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.41281772
DMB***168,815***6.0,Retail,I - Property,I01 - HABITAT.,405.44,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.41239405
HJU***653,879***2.0,Retail,I - Property,I01 - HABITAT.,51.11,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,4080237094.0,0.41195112
RHL***468,957***8.0,Retail,I - Property,I01 - HABITAT.,325.91,Quarterly,C = 30-39,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8267444128.0,0.41178027
TDF***606,899***7.0,Midcorp,R - Engineering,R07 - RESTART,135.0,Quarterly,No age,Enterprise,WAL,WHT,Rural,WAL,WBR,Rural,749543642.0,0.41170487
WZX***875,869***3.0,Retail,N - Accident,N05 - IND CIRC,52.15,Annually,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,9450207590000000.0,0.4116963
OSC***112,972***9.0,Retail,N - Accident,N05 - IND CIRC,57.84,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.41162544
VOE***609,944***5.0,Retail,N - Accident,N05 - IND CIRC,119.49,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,9314985846.0,0.41148973
