Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
EOK***263,930***6.0,Retail,P - Liability,P01 - FAMILY P,86.31,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,WAL,WNA,Rural,7512967009.0,0.4114189
AME***276,851***5.0,Retail,N - Accident,N05 - IND CIRC,40.04,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.41129676
NPX***428,846***9.0,Retail,N - Accident,N05 - IND CIRC,37.89,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.41125122
SWS***844,849***5.0,Retail,N - Accident,N05 - IND CIRC,38.36,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.41125122
SGF***107,838***9.0,Retail,I - Property,I01 - HABITAT.,118.98,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.41123587
RCM***983,971***6.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Urban,6295271536.0,0.41107482
TUG***060,401***7.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,1097004192.0,0.4110177
EAS***376,935***4.0,Retail,I - Property,I01 - HABITAT.,199.87,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,8718102157.0,0.41095325
TFW***124,887***6.0,Retail,N - Accident,N05 - IND CIRC,34.38,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.4108986
VKH***401,949***5.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.41074294
FVM***189,412***9.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.41074294
MCT***657,978***4.0,Retail,P - Liability,P01 - FAMILY P,57.8,Annually,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.49065480699999e+16,0.41073456
KGC***641,953***0.0,Retail,I - Property,I01 - HABITAT.,168.14,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9870671947.0,0.4105422
VFL***077,942***0.0,Retail,P - Liability,P01 - FAMILY P,64.38,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.41012484
TGM***226,333***0.0,Retail,I - Property,I01 - HABITAT.,1519.58,Semi-annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.409796
DFR***545,648***4.0,Retail,A - Motor,A01 - TA/PRIVE,118.4,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,6994368351.0,0.40968445
AOG***077,955***6.0,Retail,P - Liability,P01 - FAMILY P,93.54,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.40958208
TIU***963,900***0.0,Retail,I - Property,I01 - HABITAT.,75.13,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40895653
SUW***090,952***0.0,Retail,I - Property,I01 - HABITAT.,50.48,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.40890655
NNZ***118,861***1.0,Retail,I - Property,I01 - HABITAT.,117.16,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,WAL,WHT,Rural,8683563283.0,0.40888825
LMO***497,845***6.0,Retail,P - Liability,P01 - FAMILY P,70.15,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40875372
WNK***562,951***9.0,SME,E - Liability,E16 - Liabilit,791.89,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7944764527.0,0.40874615
NUF***585,853***1.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,7754028617.0,0.40871066
GMP***731,706***1.0,Retail,N - Accident,N05 - IND CIRC,32.28,Annually,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.40863624
LIO***338,997***5.0,Retail,I - Property,I01 - HABITAT.,124.91,Quarterly,S = +69,Physical person,BRU,BRU,Rural,WAL,WBR,Rural,7704827907.0,0.40858743
VPE***212,874***9.0,Retail,P - Liability,P01 - FAMILY P,74.47,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40812755
MUA***059,850***9.0,SME,I - Property,I13 - Horeca,977.19,Quarterly,No age,Enterprise,FLA,VAN,Rural,FLA,VAN,Rural,4284316345.0,0.40802234
VUU***234,376***3.0,Retail,I - Property,I01 - HABITAT.,77.91,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,BRU,BRU,Urban,6721423458.0,0.40730348
VPM***582,113***4.0,Retail,P - Liability,P01 - FAMILY P,56.14,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40710932
DZY***457,846***1.0,Retail,P - Liability,P01 - FAMILY P,70.15,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40669155
ZNQ***525,770***9.0,Retail,I - Property,I01 - HABITAT.,142.33,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1035517898.0,0.40658307
UEC***509,953***7.0,Retail,P - Liability,P01 - FAMILY P,70.88,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,128989164.0,0.40647987
LYR***018,128***0.0,Retail,N - Accident,N05 - IND CIRC,35.32,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.40617946
LCQ***714,959***0.0,Retail,P - Liability,P01 - FAMILY P,90.82,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9307869772.0,0.406132
CAR***110,975***8.0,Retail,I - Property,I01 - HABITAT.,230.22,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1008592106.0,0.4058848
RZV***944,969***5.0,Retail,N - Accident,N05 - IND CIRC,26.88,Annually,C = 30-39,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,1.13912484599999e+16,0.40578052
GIE***313,959***4.0,SME,A - Motor,"A03 - <= 3,5 T",1521.98,Quarterly,No age,Enterprise,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.40560699
ZPK***682,937***7.0,Retail,I - Property,I01 - HABITAT.,75.59,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5835748178.0,0.40523925
JSQ***792,109***4.0,Retail,N - Accident,N05 - IND CIRC,35.8,Annually,S = +69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6622183834.0,0.40483716
VQD***155,435***3.0,Retail,N - Accident,N05 - IND CIRC,53.0,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40483043
NAC***253,828***6.0,Retail,N - Accident,N05 - IND CIRC,56.1,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40483043
JVL***333,993***7.0,Retail,N - Accident,N05 - IND CIRC,54.57,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40483043
BDL***309,748***6.0,Retail,N - Accident,N05 - IND CIRC,53.0,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40483043
YLL***947,822***7.0,Retail,P - Liability,P01 - FAMILY P,56.0,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.40465894
NJD***462,928***9.0,Retail,I - Property,I01 - HABITAT.,122.92,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231544656.0,0.40383813
